16/01/2017 13:08:46.636000
16
244
 	Ток статора                     	Служебный канал                 	Напряжение статора              	Реактивная мощность             	
301	265,6	0	0	0,1	
302	265,6	0	0	0,1	
303	265,6	0	0	0,1	
304	265,6	0	0	0,1	
305	265,6	0	0	0,1	
306	265,6	0	0	0,1	
307	265,6	0	0	0,1	
308	265,6	0	0	0,1	
309	265,6	0	0	0,1	
310	265,6	0	0	0,1	
311	265,6	0	0	0,1	
312	265,6	0	0	0,1	
313	265,6	0	0	0,1	
314	265,6	0	0	0,1	
315	265,6	0	0	0,1	
316	265,6	0	0	0,1	
317	265,6	0	0	0,1	
318	265,6	0	0	0,1	
319	265,6	0	0	0,1	
320	265,6	0	0	0,1	
321	265,6	0	0	0,1	
322	265,6	0	0	0,1	
323	265,6	0	0	0,1	
324	265,6	0	0	0,1	
325	265,6	0	0	0,1	
326	265,6	0	0	0,1	
327	265,6	0	0	0,1	
328	265,6	0	0	0,1	
329	265,6	0	0	0,1	
330	265,6	0	0	0,1	
331	265,6	0	0	0,1	
332	265,6	0	0	0,1	
333	265,6	0	0	0,1	
334	265,6	0	0	0,1	
335	265,6	0	0	0,1	
336	265,6	0	0	0,1	
337	265,6	0	0	0,1	
338	265,6	0	0	0,1	
339	265,6	0	0	0,1	
340	265,6	0	0	0,1	
341	265,6	0	0	0,1	
342	265,6	0	0	0,1	
343	265,6	0	0	0,1	
344	265,6	0	0	0,1	
345	265,6	0	0	0,1	
346	265,6	0	0	0,1	
347	265,6	0	0	0,1	
348	265,6	0	0	0,1	
349	265,6	0	0	0,1	
350	265,6	0	0	0,1	
351	265,6	0	0	0,1	
352	265,6	0	0	0,1	
353	265,6	0	0	0,1	
354	265,6	0	0	0,1	
355	265,6	0	0	0,1	
356	265,6	0	0	0,1	
357	265,6	0	0	0,1	
358	265,6	0	0	0,1	
359	265,6	0	0	0,1	
360	265,6	0	0	0,1	
361	265,6	0	0	0,1	
362	265,6	0	0	0,1	
363	265,6	0	0	0,1	
364	265,6	0	0	0,1	
365	265,6	0	0	0,1	
366	265,6	0	0	0,1	
367	265,6	0	0	0,1	
368	265,6	0	0	0,1	
369	265,6	0	0	0,1	
370	265,6	0	0	0,1	
371	265,6	0	0	0,1	
372	265,6	0	0	0,1	
373	265,6	0	0	0,1	
374	265,6	0	0	0,1	
375	265,6	0	0	0,1	
376	265,6	0	0	0,1	
377	265,6	0	0	0,1	
378	265,6	0	0	0,1	
379	265,6	0	0	0,1	
380	265,6	0	0	0,1	
381	265,6	0	0	0,1	
382	265,6	0	0	0,1	
383	265,6	0	0	0,1	
384	265,6	0	0	0,1	
385	265,6	0	0	0,1	
386	265,6	0	0	0,1	
387	265,6	0	0	0,1	
388	265,6	0	0	0,1	
389	265,6	0	0	0,1	
390	265,6	0	0	0,1	
391	265,6	0	0	0,1	
392	265,6	0	0	0,1	
393	265,6	0	0	0,1	
394	265,6	0	0	0,1	
395	265,6	0	0	0,1	
396	265,6	0	0	0,1	
397	265,6	0	0	0,1	
398	265,6	0	0	0,1	
399	265,6	0	0	0,1	
400	265,6	0	0	0,1	
401	265,6	0	0	0,1	
402	265,6	0	0	0,1	
403	265,6	0	0	0,1	
404	265,6	0	0	0,1	
405	265,6	0	0	0,1	
406	265,6	0	0	0,1	
407	265,6	0	0	0,1	
408	265,6	0	0	0,1	
409	265,6	0	0	0,1	
410	265,6	0	0	0,1	
411	265,6	0	0	0,1	
412	265,6	0	0	0,1	
413	265,6	0	0	0,1	
414	265,6	0	0	0,1	
415	265,6	0	0	0,1	
416	265,6	0	0	0,1	
417	265,6	0	0	0,1	
418	265,6	0	0	0,1	
419	265,6	0	0	0,1	
420	265,6	0	0	0,1	
421	265,6	0	0	0,1	
422	265,6	0	0	0,1	
423	265,6	0	0	0,1	
424	265,6	0	0	0,1	
425	265,6	0	0	0,1	
426	265,6	0	0	0,1	
427	265,6	0	0	0,1	
428	265,6	0	0	0,1	
429	265,6	0	0	0,1	
430	265,6	0	0	0,1	
431	265,6	0	0	0,1	
432	265,6	0	0	0,1	
433	265,6	0	0	0,1	
434	265,6	0	0	0,1	
435	265,6	0	0	0,1	
436	265,6	0	0	0,1	
437	265,6	0	0	0,1	
438	265,6	0	0	0,1	
439	265,6	0	0	0,1	
440	265,6	0	0	0,1	
441	265,6	0	0	0,1	
442	265,6	0	0	0,1	
443	265,6	0	0	0,1	
444	265,6	0	0	0,1	
445	265,6	0	0	0,1	
446	265,6	0	0	0,1	
447	265,6	0	0	0,1	
448	265,6	0	0	0,1	
449	265,6	0	0	0,1	
450	265,6	0	0	0,1	
451	265,6	0	0	0,1	
452	265,6	0	0	0,1	
453	265,6	0	0	0,1	
454	265,6	0	0	0,1	
455	265,6	0	0	0,1	
456	265,6	0	0	0,1	
457	265,6	0	0	0,1	
458	265,6	0	0	0,1	
459	265,6	0	0	0,1	
460	265,6	0	0	0,1	
461	265,6	0	0	0,1	
462	265,6	0	0	0,1	
463	265,6	0	0	0,1	
464	265,6	0	0	0,1	
465	265,6	0	0	0,1	
466	265,6	0	0	0,1	
467	265,6	0	0	0,1	
468	265,6	0	0	0,1	
469	265,6	0	0	0,1	
470	265,6	0	0	0,1	
471	265,6	0	0	0,1	
472	265,6	0	0	0,1	
473	265,6	0	0	0,1	
474	265,6	0	0	0,1	
475	265,6	0	0	0,1	
476	265,6	0	0	0,1	
477	265,6	0	0	0,1	
478	265,6	0	0	0,1	
479	265,6	0	0	0,1	
480	265,6	0	0	0,1	
481	265,6	0	0	0,1	
482	265,6	0	0	0,1	
483	265,6	0	0	0,1	
484	265,6	0	0	0,1	
485	265,6	0	0	0,1	
486	265,6	0	0	0,1	
487	265,6	0	0	0,1	
488	265,6	0	0	0,1	
489	265,6	0	0	0,1	
490	265,6	0	0	0,1	
491	265,6	0	0	0,1	
492	265,6	0	0	0,1	
493	265,6	0	0	0,1	
494	265,6	0	0	0,1	
495	265,6	0	0	0,1	
496	265,6	0	0	0,1	
497	265,6	0	0	0,1	
498	265,6	0	0	0,1	
499	265,6	0	0	0,1	
500	265,6	0	0	0,1	
501	265,6	0	0	0,1	
502	265,6	0	0	0,1	
503	265,6	0	0	0,1	
504	265,6	0	0	0,1	
505	265,6	0	0	0,1	
506	265,6	0	0	0,1	
507	265,6	0	0	0,1	
508	265,6	0	0	0,1	
509	265,6	0	0	0,1	
510	265,6	0	0	0,1	
511	265,6	0	0	0,1	
512	265,6	0	0	0,1	
513	265,6	0	0	0,1	
514	265,6	0	0	0,1	
515	265,6	0	0	0,1	
516	265,6	0	0	0,1	
517	265,6	0	0	0,1	
518	265,6	0	0	0,1	
519	265,6	0	0	0,1	
520	265,6	0	0	0,1	
521	265,6	0	0	0,1	
522	265,6	0	0	0,1	
523	265,6	0	0	0,1	
524	265,6	0	0	0,1	
525	265,6	0	0	0,1	
526	265,6	0	0	0,1	
527	265,6	0	0	0,1	
528	265,6	0	0	0,1	
529	265,6	0	0	0,1	
530	265,6	0	0	0,1	
531	265,6	0	0	0,1	
532	265,6	0	0	0,1	
533	265,6	0	0	0,1	
534	265,6	0	0	0,1	
535	265,6	0	0	0,1	
536	265,6	0	0	0,1	
537	265,6	0	0	0,1	
538	265,6	0	0	0,1	
539	265,6	0	0	0,1	
540	265,6	0	0	0,1	
541	265,6	0	0	0,1	
542	265,6	0	0	0,1	
543	265,6	0	0	0,1	
544	265,6	0	0	0,1	
545	265,6	0	0	0,1	
546	265,6	0	0	0,1	
547	265,6	0	0	0,1	
548	265,6	0	0	0,1	
549	265,6	0	0	0,1	
550	265,6	0	0	0,1	
551	265,6	0	0	0,1	
552	265,6	0	0	0,1	
553	265,6	0	0	0,1	
554	265,6	0	0	0,1	
555	265,6	0	0	0,1	
556	265,6	0	0	0,1	
557	265,6	0	0	0,1	
558	265,6	0	0	0,1	
559	265,6	0	0	0,1	
560	265,6	0	0	0,1	
561	265,6	0	0	0,1	
562	265,6	0	0	0,1	
563	265,6	0	0	0,1	
564	265,6	0	0	0,1	
565	265,6	0	0	0,1	
566	265,6	0	0	0,1	
567	265,6	0	0	0,1	
568	265,6	0	0	0,1	
569	265,6	0	0	0,1	
570	265,6	0	0	0,1	
571	265,6	0	0	0,1	
572	265,6	0	0	0,1	
573	265,6	0	0	0,1	
574	265,6	0	0	0,1	
575	265,6	0	0	0,1	
576	265,6	0	0	0,1	
577	265,6	0	0	0,1	
578	265,6	0	0	0,1	
579	265,6	0	0	0,1	
580	265,6	0	0	0,1	
581	265,6	0	0	0,1	
582	265,6	0	0	0,1	
583	265,6	0	0	0,1	
584	265,6	0	0	0,1	
585	265,6	0	0	0,1	
586	265,6	0	0	0,1	
587	265,6	0	0	0,1	
588	265,6	0	0	0,1	
589	265,6	0	0	0,1	
590	265,6	0	0	0,1	
591	265,6	0	0	0,1	
592	265,6	0	0	0,1	
593	265,6	0	0	0,1	
594	265,6	0	0	0,1	
595	265,6	0	0	0,1	
596	265,6	0	0	0,1	
597	265,6	0	0	0,1	
598	265,6	0	0	0,1	
599	265,6	0	0	0,1	
600	265,6	0	0	0,1	
601	265,6	0	0	0,1	
602	265,6	0	0	0,1	
603	265,6	0	0	0,1	
604	265,6	0	0	0,1	
605	265,6	0	0	0,1	
606	265,6	0	0	0,1	
607	265,6	0	0	0,1	
608	265,6	0	0	0,1	
609	265,6	0	0	0,1	
610	265,6	0	0	0,1	
611	265,6	0	0	0,1	
612	265,6	0	0	0,1	
613	265,6	0	0	0,1	
614	265,6	0	0	0,1	
615	265,6	0	0	0,1	
616	265,6	0	0	0,1	
617	265,6	0	0	0,1	
618	265,6	0	0	0,1	
619	265,6	0	0	0,1	
620	265,6	0	0	0,1	
621	265,6	0	0	0,1	
622	265,6	0	0	0,1	
623	265,6	0	0	0,1	
624	265,6	0	0	0,1	
625	265,6	0	0	0,1	
626	265,6	0	0	0,1	
627	265,6	0	0	0,1	
628	265,6	0	0	0,1	
629	265,6	0	0	0,1	
630	265,6	0	0	0,1	
631	265,6	0	0	0,1	
632	265,6	0	0	0,1	
633	265,6	0	0	0,1	
634	265,6	0	0	0,1	
635	265,6	0	0	0,1	
636	265,6	0	0	0,1	
637	265,6	0	0	0,1	
638	265,6	0	0	0,1	
639	265,6	0	0	0,1	
640	265,6	0	0	0,1	
641	265,6	0	0	0,1	
642	265,6	0	0	0,1	
643	265,6	0	0	0,1	
644	265,6	0	0	0,1	
645	265,6	0	0	0,1	
646	265,6	0	0	0,1	
647	265,6	0	0	0,1	
648	265,6	0	0	0,1	
649	265,6	0	0	0,1	
650	265,6	0	0	0,1	
651	265,6	0	0	0,1	
652	265,6	0	0	0,1	
653	265,6	0	0	0,1	
654	265,6	0	0	0,1	
655	265,6	0	0	0,1	
656	265,6	0	0	0,1	
657	265,6	0	0	0,1	
658	265,6	0	0	0,1	
659	265,6	0	0	0,1	
660	265,6	0	0	0,1	
661	265,6	0	0	0,1	
662	265,6	0	0	0,1	
663	265,6	0	0	0,1	
664	265,6	0	0	0,1	
665	265,6	0	0	0,1	
666	265,6	0	0	0,1	
667	265,6	0	0	0,1	
668	265,6	0	0	0,1	
669	265,6	0	0	0,1	
670	265,6	0	0	0,1	
671	265,6	0	0	0,1	
672	265,6	0	0	0,1	
673	265,6	0	0	0,1	
674	265,6	0	0	0,1	
675	265,6	0	0	0,1	
676	265,6	0	0	0,1	
677	265,6	0	0	0,1	
678	265,6	0	0	0,1	
679	265,6	0	0	0,1	
680	265,6	0	0	0,1	
681	265,6	0	0	0,1	
682	265,6	0	0	0,1	
683	265,6	0	0	0,1	
684	265,6	0	0	0,1	
685	265,6	0	0	0,1	
686	265,6	0	0	0,1	
687	265,6	0	0	0,1	
688	265,6	0	0	0,1	
689	265,6	0	0	0,1	
690	265,6	0	0	0,1	
691	265,6	0	0	0,1	
692	265,6	0	0	0,1	
693	265,6	0	0	0,1	
694	265,6	0	0	0,1	
695	265,6	0	0	0,1	
696	265,6	0	0	0,1	
697	265,6	0	0	0,1	
698	265,6	0	0	0,1	
699	265,6	0	0	0,1	
700	265,6	0	0	0,1	
701	265,6	0	0	0,1	
702	265,6	0	0	0,1	
703	265,6	0	0	0,1	
704	265,6	0	0	0,1	
705	265,6	0	0	0,1	
706	265,6	0	0	0,1	
707	265,6	0	0	0,1	
708	265,6	0	0	0,1	
709	265,6	0	0	0,1	
710	265,6	0	0	0,1	
711	265,6	0	0	0,1	
712	265,6	0	0	0,1	
713	265,6	0	0	0,1	
714	265,6	0	0	0,1	
715	265,6	0	0	0,1	
716	265,6	0	0	0,1	
717	265,6	0	0	0,1	
718	265,6	0	0	0,1	
719	265,6	0	0	0,1	
720	265,6	0	0	0,1	
721	265,6	0	0	0,1	
722	265,6	0	0	0,1	
723	265,6	0	0	0,1	
724	265,6	0	0	0,1	
725	265,6	0	0	0,1	
726	265,6	0	0	0,1	
727	265,6	0	0	0,1	
728	265,6	0	0	0,1	
729	265,6	0	0	0,1	
730	265,6	0	0	0,1	
731	265,6	0	0	0,1	
732	265,6	0	0	0,1	
733	265,6	0	0	0,1	
734	265,6	0	0	0,1	
735	265,6	0	0	0,1	
736	265,6	0	0	0,1	
737	265,6	0	0	0,1	
738	265,6	0	0	0,1	
739	265,6	0	0	0,1	
740	265,6	0	0	0,1	
741	265,6	0	0	0,1	
742	265,6	0	0	0,1	
743	265,6	0	0	0,1	
744	265,6	0	0	0,1	
745	265,6	0	0	0,1	
746	265,6	0	0	0,1	
747	265,6	0	0	0,1	
748	265,6	0	0	0,1	
749	265,6	0	0	0,1	
750	265,6	0	0	0,1	
751	265,6	0	0	0,1	
752	265,6	0	0	0,1	
753	265,6	0	0	0,1	
754	265,6	0	0	0,1	
755	265,6	0	0	0,1	
756	265,6	0	0	0,1	
757	265,6	0	0	0,1	
758	265,6	0	0	0,1	
759	265,6	0	0	0,1	
760	265,6	0	0	0,1	
761	265,6	0	0	0,1	
762	265,6	0	0	0,1	
763	265,6	0	0	0,1	
764	265,6	0	0	0,1	
765	265,6	0	0	0,1	
766	265,6	0	0	0,1	
767	265,6	0	0	0,1	
768	265,6	0	0	0,1	
769	265,6	0	0	0,1	
770	265,6	0	0	0,1	
771	265,6	0	0	0,1	
772	265,6	0	0	0,1	
773	265,6	0	0	0,1	
774	265,6	0	0	0,1	
775	265,6	0	0	0,1	
776	265,6	0	0	0,1	
777	265,6	0	0	0,1	
778	265,6	0	0	0,1	
779	265,6	0	0	0,1	
780	265,6	0	0	0,1	
781	265,6	0	0	0,1	
782	265,6	0	0	0,1	
783	265,6	0	0	0,1	
784	265,6	0	0	0,1	
785	265,6	0	0	0,1	
786	265,6	0	0	0,1	
787	265,6	0	0	0,1	
788	265,6	0	0	0,1	
789	265,6	0	0	0,1	
790	265,6	0	0	0,1	
791	265,6	0	0	0,1	
792	265,6	0	0	0,1	
793	265,6	0	0	0,1	
794	265,6	0	0	0,1	
795	265,6	0	0	0,1	
796	265,6	0	0	0,1	
797	265,6	0	0	0,1	
798	265,6	0	0	0,1	
799	265,6	0	0	0,1	
800	265,6	0	0	0,1	
801	265,6	0	0	0,1	
802	265,6	0	0	0,1	
803	265,6	0	0	0,1	
804	265,6	0	0	0,1	
805	265,6	0	0	0,1	
806	265,6	0	0	0,1	
807	265,6	0	0	0,1	
808	265,6	0	0	0,1	
809	265,6	0	0	0,1	
810	265,6	0	0	0,1	
811	265,6	0	0	0,1	
812	265,6	0	0	0,1	
813	265,6	0	0	0,1	
814	265,6	0	0	0,1	
815	265,6	0	0	0,1	
816	265,6	0	0	0,1	
817	265,6	0	0	0,1	
818	265,6	0	0	0,1	
819	265,6	0	0	0,1	
820	265,6	0	0	0,1	
821	265,6	0	0	0,1	
822	265,6	0	0	0,1	
823	265,6	0	0	0,1	
824	265,6	0	0	0,1	
825	265,6	0	0	0,1	
826	265,6	0	0	0,1	
827	265,6	0	0	0,1	
828	265,6	0	0	0,1	
829	265,6	0	0	0,1	
830	265,6	0	0	0,1	
831	265,6	0	0	0,1	
832	265,6	0	0	0,1	
833	265,6	0	0	0,1	
834	265,6	0	0	0,1	
835	265,6	0	0	0,1	
836	265,6	0	0	0,1	
837	265,6	0	0	0,1	
838	265,6	0	0	0,1	
839	265,6	0	0	0,1	
840	265,6	0	0	0,1	
841	265,6	0	0	0,1	
842	265,6	0	0	0,1	
843	265,6	0	0	0,1	
844	265,6	0	0	0,1	
845	265,6	0	0	0,1	
846	265,6	0	0	0,1	
847	265,6	0	0	0,1	
848	265,6	0	0	0,1	
849	265,6	0	0	0,1	
850	265,6	0	0	0,1	
851	265,6	0	0	0,1	
852	265,6	0	0	0,1	
853	265,6	0	0	0,1	
854	265,6	0	0	0,1	
855	265,6	0	0	0,1	
856	265,6	0	0	0,1	
857	265,6	0	0	0,1	
858	265,6	0	0	0,1	
859	265,6	0	0	0,1	
860	265,6	0	0	0,1	
861	265,6	0	0	0,1	
862	265,6	0	0	0,1	
863	265,6	0	0	0,1	
864	265,6	0	0	0,1	
865	265,6	0	0	0,1	
866	265,6	0	0	0,1	
867	265,6	0	0	0,1	
868	265,6	0	0	0,1	
869	265,6	0	0	0,1	
870	265,6	0	0	0,1	
871	265,6	0	0	0,1	
872	265,6	0	0	0,1	
873	265,6	0	0	0,1	
874	265,6	0	0	0,1	
875	265,6	0	0	0,1	
876	265,6	0	0	0,1	
877	265,6	0	0	0,1	
878	265,6	0	0	0,1	
879	265,6	0	0	0,1	
880	265,6	0	0	0,1	
881	265,6	0	0	0,1	
882	265,6	0	0	0,1	
883	265,6	0	0	0,1	
884	265,6	0	0	0,1	
885	265,6	0	0	0,1	
886	265,6	0	0	0,1	
887	265,6	0	0	0,1	
888	265,6	0	0	0,1	
889	265,6	0	0	0,1	
890	265,6	0	0	0,1	
891	265,6	0	0	0,1	
892	265,6	0	0	0,1	
893	265,6	0	0	0,1	
894	265,6	0	0	0,1	
895	265,6	0	0	0,1	
896	265,6	0	0	0,1	
897	265,6	0	0	0,1	
898	265,6	0	0	0,1	
899	265,6	0	0	0,1	
900	265,6	0	0	0,1	
901	265,6	0	0	0,1	
902	265,6	0	0	0,1	
903	265,6	0	0	0,1	
904	265,6	0	0	0,1	
905	265,6	0	0	0,1	
906	265,6	0	0	0,1	
907	265,6	0	0	0,1	
908	265,6	0	0	0,1	
909	265,6	0	0	0,1	
910	265,6	0	0	0,1	
911	265,6	0	0	0,1	
912	265,6	0	0	0,1	
913	265,6	0	0	0,1	
914	265,6	0	0	0,1	
915	265,6	0	0	0,1	
916	265,6	0	0	0,1	
917	265,6	0	0	0,1	
918	265,6	0	0	0,1	
919	265,6	0	0	0,1	
920	265,6	0	0	0,1	
921	265,6	0	0	0,1	
922	265,6	0	0	0,1	
923	265,6	0	0	0,1	
924	265,6	0	0	0,1	
